Time	[IRS1]	[IRS1a]	[pIRS1]	[PI3K]	[pPI3K]	[PI3Ki]	[PIP2]	[PIP3]	[PDK1]	[PDK1_PIP3]	[Akt]	[Akt_PIP3]	[pAkt]	[Akti]	[TSC2]	[pTSC2]	[RagGDP]	[TSC2_Rag]	[RagGTP]	[mTORC1cyt]	[mTORC1lys]	[RhebGTP]	[pmTORC1]	[RhebGDP]	[mTORC1i]	[mTORC1ii]	[mTORC1iii]	[FourEBP1]	[pFourEBP1]	[S6K]	[pS6K]	[AMPK]	[AMPKi]	[pAMPK]	[CaMKK2]	[CaMKK2a]	[Ca2]	[PKC]	[PKCa]	[RTK]	[pRTK]	[Sos]	[pRTKa]	[pSos]	[RasGDP]	[RasGTP]	[Raf]	[pRaf]	[Mek]	[pMek]	[Erk]	[pErk]	[Meki]	[DUSPmRNA]	[DUSP]	[PLCeps]	[pPLCeps]	[IP3]	[DAG]	[IpR]	[IpRa]	[E2_cyt]	[ERa_cyt]	[ERa_E2]	[ERa_dimer]	[ERa_dimer_nuc]	[ERa_nuc]	[ERa_cyti]	[TFFmRNA]	[Greb1mRNA]	[TFF]	[Greb1]	[ProlifSignals]	[Growth]	[Immuno]	[pJak]	[Jak]	[Stat1]	[pStat1]	[pStat1_dim_cyt]	[pStat1_dim_nuc]	[IDO1mRNA]	[IDO1]	[Kyn]	[GCN2]	[GCN2a]	[eIFa]	[peIFa]	[LKB1]	[LKB1_nuc]	[Trp]	[Ulk]	[pUlk]	[Autophagy]	Values[PTEN]	Values[Fulvestrant]	Values[Rapamycin]	Values[Insulin]	Values[MK2206]	Values[AZD]	Values[EGF]	Values[Wortmannin]	Values[PMA]	Values[IGF]	Values[INFg]	Values[Feeding]	Values[E2]	Values[kIRS1Act]	Values[kIRS1Inact]	Values[kIRS1Phos]	Values[kIRS1Dephos]	Values[kPI3KPhosByIRS1a]	Values[kPI3KDephos]	Values[kPI3KPhosByIGF]	Values[kPI3KPhosByGreb1]	Values[kPI3KPhosByRas]	Values[kPIPPhos]	Values[kPIPDephos]	Values[kPDK1BindPIP3]	Values[kPDK1UnbindPIP3]	Values[kAktBindPIP3]	Values[kAktUnbindPIP3]	Values[kAktPhos]	Values[kAktDephos]	Values[kTSC2Phos]	Values[kTSC2Dephos]	Values[kTSC2BindRagGDP]	Values[kTSC2UnbindRagGDP]	Values[kRagLoad]	Values[kmTORC1CytToLys]	Values[kmTORC1LysToCyt]	Values[kmTORC1Phos]	Values[kmTORC1Dephos]	Values[kRhebLoad]	Values[kRhebUnload]	Values[k4EBP1Phos]	Values[k4EBP1Dephos]	Values[kS6KPhos]	Values[kS6KDehos]	Values[kAMPKInhibByAkt]	Values[kAMPKDephos]	Values[kAMPKPhosByLKB1]	Values[kAMPKPhosByCaMKK2a]	Values[kAMPKInact]	Values[kLKB1ToCyt]	Values[kLKB1ToNuc]	Values[kCaMKK2Act]	Values[kCaMKK2Inact]	Values[kUlkPhos]	Values[kUlkDephos]	Values[kAutophagyIn]	Values[kAutophagyOut]	Values[kPKCAct]	Values[kPKCActByPMA]	Values[kPKCInact]	Values[kTKRBindEGF]	Values[kTKRUnbindEGF]	Values[kTKRBindSOS]	Values[kTKRUnbindSOS]	Values[kSOSPhos]	Values[kSOSDephos]	Values[kRasLoadByRTK]	Values[kRasLoadByPKC]	Values[kRasUnload]	Values[kRafPhos]	Values[kRafDephos]	Values[kRafDephosByAkt]	Values[kMekPhos]	Values[kMekDephos]	Values[kErkPhos]	Values[kErkDephos]	Values[kDUSPmRNAIn]	Values[kDUSPmRNAOut]	Values[kDUSPIn]	Values[kDUSPOut]	Values[kPLCPhos]	Values[kPLCPhosBasal]	Values[kPLCDephos]	Values[kPIP2Break]	Values[kPIP2form]	Values[kIP3BindIpR]	Values[kIP3UnbindIpR]	Values[kCa2In]	Values[kCa2Out]	Values[kE2ToCyt]	Values[kE2CytToEx]	Values[kE2BindER]	Values[kE2UnbindER]	Values[kERDim]	Values[kERUndim]	Values[kERCytToNuc]	Values[kERNucToCyt]	Values[kERDimUnbind]	Values[kERDimBind]	Values[kTFFmRNAIn]	Values[kTFFmRNAOut]	Values[kGreb1mRNAIn]	Values[kGreb1mRNAOut]	Values[kTFFIn]	Values[kTFFOut]	Values[kGreb1In]	Values[kGreb1Out]	Values[kProlifSignalIn]	Values[kProlifSignalOut]	Values[kGrowthBasal]	Values[kGrowthActive]	Values[kGrowthInhibBasal]	Values[kGrowthInhibActive]	Values[kImmunoInBasal]	Values[kImmunoInActive]	Values[kImmunoOut]	Values[kJakPhos]	Values[kJakDephos]	Values[kStat1Phos]	Values[kStat1Dephos]	Values[kStat1Dim]	Values[kStat1Undim]	Values[kStat1DimToNuc]	Values[kStat1DimToCyt]	Values[kIDO1mRNAIn]	Values[kIDO1mRNAOut]	Values[kIDO1In]	Values[kIDO1Out]	Values[kAAToKyn]	Values[kKynToAA]	Values[kAAIn]	Values[kAAOut]	Values[kGCN2Act]	Values[kGCN2Inact]	Values[keIFaPhos]	Values[keIFaDephos]	Values[kAASuffIn]	Values[kAASuffOut]	Values[kPI3KBindWort]	Values[kPI3KUnbindWort]	Values[kMekBindAZD]	Values[kMekUnbindAZD]	Values[kmTORC1BindRapa]	Values[kAktUnbindMK]	Values[kmTORC1UnbindRapa]	Values[kERaBindFulv]	Values[kERaUnbindFulv]	Values[kTrpIn]	Values[kTrpOut]	Values[kAktBindMK]
0.83	10	0	0	10	0	0	10	0	10	0	10	0	0	0	0	0	10	10	0	10	0	0.544256	0	9.45574	0	0	0	10	0	10	0	4.36049	0	5.63951	10	0	0	10	0	10	0	10	0	0	10	0	10	0	10	0	10	0	0	0	0	10	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0.00794736	0.0796489	0	10	10	0	0	0	0	0	0	9.20351	0.796489	8.49799	1.50201	10	0	0	7.72798	2.27202	0.0693824	10	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.01	0.1	0.1	0.01	10	0.1	1	0.1	0.1	0.1	0.5	0.1	0.1	0.1	100	0.1	100	0.1	100	0.1	0.1	100	0.1	0.3	0.1	100
0.84	10	0	0	10	0	0	10	0	10	0	10	0	0	0	0	0	10	10	0	10	0	0.548247	0	9.45175	0	0	0	10	0	10	0	4.31711	0	5.68289	10	0	0	10	0	10	0	10	0	0	10	0	10	0	10	0	10	0	0	0	0	10	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0.00803873	0.0805687	0	10	10	0	0	0	0	0	0	9.19431	0.805687	8.46554	1.53446	10	0	0	7.68664	2.31336	0.0716046	10	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.01	0.1	0.1	0.01	10	0.1	1	0.1	0.1	0.1	0.5	0.1	0.1	0.1	100	0.1	100	0.1	100	0.1	0.1	100	0.1	0.3	0.1	100
0.85	10	0	0	10	0	0	10	0	10	0	10	0	0	0	0	0	10	10	0	10	0	0.552195	0	9.44781	0	0	0	10	0	10	0	4.27415	0	5.72585	10	0	0	10	0	10	0	10	0	0	10	0	10	0	10	0	10	0	0	0	0	10	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0.00812999	0.0814877	0	10	10	0	0	0	0	0	0	9.18512	0.814877	8.43286	1.56714	10	0	0	7.64525	2.35475	0.0738659	10	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.01	0.1	0.1	0.01	10	0.1	1	0.1	0.1	0.1	0.5	0.1	0.1	0.1	100	0.1	100	0.1	100	0.1	0.1	100	0.1	0.3	0.1	100
0.86	10	0	0	10	0	0	10	0	10	0	10	0	0	0	0	0	10	10	0	10	0	0.556099	0	9.4439	0	0	0	10	0	10	0	4.23162	0	5.76838	10	0	0	10	0	10	0	10	0	0	10	0	10	0	10	0	10	0	0	0	0	10	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0.00822114	0.0824058	0	10	10	0	0	0	0	0	0	9.17594	0.824058	8.39995	1.60005	10	0	0	7.6038	2.3962	0.0761664	10	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.01	0.1	0.1	0.01	10	0.1	1	0.1	0.1	0.1	0.5	0.1	0.1	0.1	100	0.1	100	0.1	100	0.1	0.1	100	0.1	0.3	0.1	100
0.87	10	0	0	10	0	0	10	0	10	0	10	0	0	0	0	0	10	10	0	10	0	0.559961	0	9.44004	0	0	0	10	0	10	0	4.18952	0	5.81048	10	0	0	10	0	10	0	10	0	0	10	0	10	0	10	0	10	0	0	0	0	10	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0.00831219	0.0833229	0	10	10	0	0	0	0	0	0	9.16677	0.833229	8.36684	1.63316	10	0	0	7.56232	2.43768	0.078506	10	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.01	0.1	0.1	0.01	10	0.1	1	0.1	0.1	0.1	0.5	0.1	0.1	0.1	100	0.1	100	0.1	100	0.1	0.1	100	0.1	0.3	0.1	100
0.88	10	0	0	10	0	0	10	0	10	0	10	0	0	0	0	0	10	10	0	10	0	0.56378	0	9.43622	0	0	0	10	0	10	0	4.14783	0	5.85217	10	0	0	10	0	10	0	10	0	0	10	0	10	0	10	0	10	0	0	0	0	10	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0.00840313	0.0842391	0	10	10	0	0	0	0	0	0	9.15761	0.842391	8.33351	1.66649	10	0	0	7.5208	2.4792	0.0808847	10	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.01	0.1	0.1	0.01	10	0.1	1	0.1	0.1	0.1	0.5	0.1	0.1	0.1	100	0.1	100	0.1	100	0.1	0.1	100	0.1	0.3	0.1	100
0.89	10	0	0	10	0	0	10	0	10	0	10	0	0	0	0	0	10	10	0	10	0	0.567558	0	9.43244	0	0	0	10	0	10	0	4.10656	0	5.89344	10	0	0	10	0	10	0	10	0	0	10	0	10	0	10	0	10	0	0	0	0	10	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0.00849397	0.0851544	0	10	10	0	0	0	0	0	0	9.14846	0.851544	8.29997	1.70003	10	0	0	7.47925	2.52075	0.0833026	10	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.01	0.1	0.1	0.01	10	0.1	1	0.1	0.1	0.1	0.5	0.1	0.1	0.1	100	0.1	100	0.1	100	0.1	0.1	100	0.1	0.3	0.1	100
0.9	10	0	0	10	0	0	10	0	10	0	10	0	0	0	0	0	10	10	0	10	0	0.571294	0	9.42871	0	0	0	10	0	10	0	4.0657	0	5.9343	10	0	0	10	0	10	0	10	0	0	10	0	10	0	10	0	10	0	0	0	0	10	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0.0085847	0.0860688	0	10	10	0	0	0	0	0	0	9.13931	0.860688	8.26623	1.73377	10	0	0	7.43769	2.56231	0.0857596	10	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.01	0.1	0.1	0.01	10	0.1	1	0.1	0.1	0.1	0.5	0.1	0.1	0.1	100	0.1	100	0.1	100	0.1	0.1	100	0.1	0.3	0.1	100
0.91	10	0	0	10	0	0	10	0	10	0	10	0	0	0	0	0	10	10	0	10	0	0.574989	0	9.42501	0	0	0	10	0	10	0	4.02524	0	5.97476	10	0	0	10	0	10	0	10	0	0	10	0	10	0	10	0	10	0	0	0	0	10	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0.00867532	0.0869823	0	10	10	0	0	0	0	0	0	9.13018	0.869823	8.23229	1.76771	10	0	0	7.3961	2.6039	0.0882557	10	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.01	0.1	0.1	0.01	10	0.1	1	0.1	0.1	0.1	0.5	0.1	0.1	0.1	100	0.1	100	0.1	100	0.1	0.1	100	0.1	0.3	0.1	100
0.92	10	0	0	10	0	0	10	0	10	0	10	0	0	0	0	0	10	10	0	10	0	0.578644	0	9.42136	0	0	0	10	0	10	0	3.98519	0	6.01481	10	0	0	10	0	10	0	10	0	0	10	0	10	0	10	0	10	0	0	0	0	10	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0.00876584	0.0878949	0	10	10	0	0	0	0	0	0	9.12105	0.878949	8.19816	1.80184	10	0	0	7.35452	2.64548	0.0907909	10	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.01	0.1	0.1	0.01	10	0.1	1	0.1	0.1	0.1	0.5	0.1	0.1	0.1	100	0.1	100	0.1	100	0.1	0.1	100	0.1	0.3	0.1	100
0.93	10	0	0	10	0	0	10	0	10	0	10	0	0	0	0	0	10	10	0	10	0	0.582259	0	9.41774	0	0	0	10	0	10	0	3.94554	0	6.05446	10	0	0	10	0	10	0	10	0	0	10	0	10	0	10	0	10	0	0	0	0	10	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0.00885625	0.0888065	0	10	10	0	0	0	0	0	0	9.11194	0.888065	8.16384	1.83616	10	0	0	7.31293	2.68707	0.0933651	10	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.01	0.1	0.1	0.01	10	0.1	1	0.1	0.1	0.1	0.5	0.1	0.1	0.1	100	0.1	100	0.1	100	0.1	0.1	100	0.1	0.3	0.1	100
0.94	10	0	0	10	0	0	10	0	10	0	10	0	0	0	0	0	10	10	0	10	0	0.585835	0	9.41417	0	0	0	10	0	10	0	3.90628	0	6.09372	10	0	0	10	0	10	0	10	0	0	10	0	10	0	10	0	10	0	0	0	0	10	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0.00894655	0.0897172	0	10	10	0	0	0	0	0	0	9.10283	0.897172	8.12933	1.87067	10	0	0	7.27134	2.72866	0.0959783	10	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.01	0.1	0.1	0.01	10	0.1	1	0.1	0.1	0.1	0.5	0.1	0.1	0.1	100	0.1	100	0.1	100	0.1	0.1	100	0.1	0.3	0.1	100
0.95	10	0	0	10	0	0	10	0	10	0	10	0	0	0	0	0	10	10	0	10	0	0.589371	0	9.41063	0	0	0	10	0	10	0	3.86741	0	6.13259	10	0	0	10	0	10	0	10	0	0	10	0	10	0	10	0	10	0	0	0	0	10	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0.00903675	0.0906271	0	10	10	0	0	0	0	0	0	9.09373	0.906271	8.09465	1.90535	10	0	0	7.22977	2.77023	0.0986304	10	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.01	0.1	0.1	0.01	10	0.1	1	0.1	0.1	0.1	0.5	0.1	0.1	0.1	100	0.1	100	0.1	100	0.1	0.1	100	0.1	0.3	0.1	100
0.96	10	0	0	10	0	0	10	0	10	0	10	0	0	0	0	0	10	10	0	10	0	0.592869	0	9.40713	0	0	0	10	0	10	0	3.82893	0	6.17107	10	0	0	10	0	10	0	10	0	0	10	0	10	0	10	0	10	0	0	0	0	10	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0.00912684	0.091536	0	10	10	0	0	0	0	0	0	9.08464	0.91536	8.05979	1.94021	10	0	0	7.18821	2.81179	0.101321	10	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1	0.1	0.01	0.1	0.1	0.01	10	0.1	1	0.1	0.1	0.1	0.5	0.1	0.1	0.1	100	0.1	100	0.1	100	0.1	0.1	100	0.1	0.3	0.1	100
